id,area_m2,rooms,kitchen_m2,floor,floors_total,district,condition,distance_to_center_km,metro_min,metro_h,house_age,has_balcony,ceiling_height,views_30d,listing_month,price_mln
261,81.4,3,13.5,11,18,центр,среднее,12.3,6.2,0.1033,53,1,2.8,90,февраль,16.2
262,93.9,4,19.1,6,12,пригород,среднее,23.7,17.5,0.2917,44,1,2.65,45,июнь,11.3
263,35.8,1,7.0,2,6,Sновостройки,хорошее,15.1,,,0,1,2.55,102,февраль,7.18
264,51.0,1,14.5,12,24,пригород,среднее,21.6,12.8,0.2133,39,1,2.63,42,июнь,5.31
265,52.2,2,13.8,14,17,спальный,среднее,9.6,10.4,0.1733,0,1,2.45,90,март,9.45
266,37.9,1,10.5,3,12,Oновостройки,среднее,12.1,12.0,0.2,52,0,2.64,62,май,5.63
267,58.7,2,11.0,12,23,Nспальный,требует ремонта,8.2,8.6,0.1433,23,1,3.03,65,март,8.48
268,66.8,2,11.7,9,10,центр,евроремонт,O,9.1,0.1517,39,0,2.82,55,апрель,14.01
269,68.7,2,16.0,9,10,спальный,хорошее,7.2,,,13,0,2.9,119,март,12.16
270,65.4,2,7.8,5,19,центр,среднее,1.7,6.1,0.1017,9,0,2.6,40,май,12.77
271,85.8,3,18.6,14,20,спальный,хорошее,4.5,11.4,0.19,14,1,2.74,9,май,14.55
272,24.2,1,9.8,6,15,Wпригород,среднее,26.2,12.7,0.2117,33,1,2.5,34,февраль,2.27
273,59.0,2,13.3,4,7,спальный,среднее,7.9,11.8,0.1967,23,1,2.67,318,февраль,9.31
274,78.3,3,17.3,4,19,спальный,хорошее,7.9,7.1,0.1183,12,1,2.51,43,март,12.6
275,69.0,2,15.2,6,9,Aспальный,хорошее,7.4,8.5,0.1417,43,1,2.71,22,июнь,10.73
276,72.9,3,12.7,4,16,спальный,среднее,7.8,10.6,0.1767,20,0,3.13,103,март,11.25
277,73.4,3,12.8,4,12,центр,среднее,O,5.5,0.0917,38,0,2.51,229,май,14.96
278,60.3,3,12.3,5,22,пригород,евроремонт,23.5,,,42,0,2.5,17,февраль,8.01
279,54.2,2,11.4,11,11,спальный,среднее,9.9,12.4,24.9924,27,1,2.5,36,июнь,8.57
280,63.0,2,8.4,10,14,пригород,хорошее,25.3,11.4,0.19,34,1,2.75,80,май,7.11
281,67.7,2,10.9,4,5,новостройки,хорошее,13.0,13.2,0.22,0,0,2.49,61,апрель,12.07
282,49.8,2,9.5,5,5,спальный,среднее,3.3,,,44,1,2.78,191,январь,8.89
283,25.0,1,7.9,1,13,новостройки,хорошее,12.1,13.6,0.2267,38,1,2.69,101,январь,3.68
284,79.8,3,17.6,4,6,спальный,среднее,3.7,12.7,-2.1582,33,0,2.62,20,март,11.9
285,58.1,2,12.3,2,8,новостройки,евроремонт,17.1,17.8,0.2967,34,1,2.7,89,май,10.96
286,75.9,3,14.9,3,24,новостройки,требует ремонта,15.7,17.9,0.2983,34,0,2.64,71,май,10.23
287,42.3,2,8.6,1,9,новостройки,среднее,14.3,,,8,0,2.92,90,март,6.78
288,56.9,1,14.3,6,7,центр,требует ремонта,3.6,14.8,0.2467,5,1,2.68,46,март,12.59
289,50.5,2,10.8,9,11,спальный,среднее,12.7,,,40,1,2.45,44,февраль,8.88
290,66.4,3,15.4,2,6,Jспальный,среднее,7.7,9.6,0.16,29,1,2.73,125,январь,11.88
291,68.5,2,11.7,6,20,спальный,евроремонт,13.4,14.0,0.2333,29,0,3.08,54,апрель,11.88
292,39.4,1,12.0,6,17,Vцентр,среднее,O,2.0,0.0333,20,1,2.55,61,февраль,11.27
293,47.4,1,11.9,17,18,спальный,евроремонт,12.9,10.4,0.1733,0,1,2.54,156,январь,8.84
294,65.0,2,17.7,4,8,центр,хорошее,5.0,7.0,0.1167,5,0,2.59,85,февраль,13.46
295,69.8,2,15.4,2,8,центр,среднее,0.0,2.0,0.0333,0,0,2.85,125,апрель,14.01
296,50.1,2,12.5,1,19,спальный,хорошее,9.3,10.4,0.1733,21,1,2.77,120,январь,9.73
297,35.0,1,9.0,11,23,пригород,хорошее,22.8,,,15,1,2.61,59,март,4.39
298,29.0,1,11.1,18,25,спальный,среднее,5.8,11.4,0.19,13,0,2.9,38,март,5.46
299,43.5,1,16.1,22,25,Bновостройки,евроремонт,11.5,9.6,0.16,30,0,2.65,69,апрель,9.1
300,113.2,5,20.7,1,14,пригород,требует ремонта,18.9,,,24,0,3.06,23,июнь,12.46
301,104.3,4,20.0,9,23,центр,евроремонт,2.8,,,39,1,2.6,14,февраль,19.71
302,82.0,3,18.0,2,8,пригород,среднее,24.4,,,27,1,2.78,7,январь,11.19
303,81.0,4,15.9,18,21,спальный,хорошее,6.3,6.8,0.1133,0,1,2.61,43,февраль,15.92
304,88.6,4,15.1,6,9,новостройки,требует ремонта,15.1,6.5,0.1083,10,0,2.83,131,февраль,12.63
305,99.4,5,15.1,3,7,спальный,среднее,5.6,12.6,0.21,21,1,3.01,105,май,16.4
306,48.4,1,12.4,8,10,Tновостройки,среднее,2O.2,,,28,1,2.96,10,июнь,6.9
307,103.0,4,16.2,7,13,центр,среднее,3.3,12.6,0.21,16,1,2.64,60,январь,18.59
308,43.4,2,11.4,4,9,центр,требует ремонта,5.4,6.5,0.1083,23,0,2.93,138,март,8.61
309,31.0,1,6.0,10,22,спальный,хорошее,11.7,11.9,0.1983,32,1,2.45,45,февраль,8.49
310,73.1,3,14.8,12,21,пригород,среднее,21.4,11.2,0.1867,0,0,2.7,58,март,9.36
311,62.9,3,11.0,3,6,спальный,хорошее,9.1,11.2,0.1867,7,1,2.53,186,май,11.88
312,69.5,3,15.6,4,7,спальный,хорошее,9.6,,,37,0,2.67,40,июнь,10.16
313,56.0,2,13.0,4,7,спальный,требует ремонта,7.9,9.6,0.16,23,0,3.04,37,март,8.95
314,47.0,2,14.3,15,15,пригород,хорошее,16.O,,,37,1,2.66,22,январь,5.99
315,40.3,2,8.8,14,16,спальный,хорошее,9.5,,,6,1,2.73,40,январь,7.8
316,69.0,2,14.9,9,19,Oцентр,среднее,O,2.0,0.0333,29,0,2.67,113,февраль,14.48
317,64.7,2,15.4,5,13,новостройки,хорошее,14.8,11.9,0.1983,14,1,3.1,120,июнь,13.36
318,116.4,5,23.8,2,22,спальный,хорошее,9.8,12.7,0.2117,38,1,2.84,40,май,16.86
319,50.8,3,13.6,6,7,спальный,хорошее,12.O,2.0,0.0333,12,0,2.78,108,апрель,9.82
320,54.8,2,12.5,2,7,спальный,хорошее,11.4,,,23,1,2.63,67,январь,9.42
321,24.8,1,9.7,7,15,центр,хорошее,2.1,8.2,0.1367,24,0,2.79,105,январь,9.1
322,80.9,3,13.9,6,9,пригород,хорошее,23.O,,,38,1,2.77,70,июнь,10.32
323,65.6,2,9.7,7,13,новостройки,среднее,14.3,15.6,0.26,18,1,2.82,39,март,10.34
324,111.3,4,20.1,10,19,центр,среднее,O,,,34,1,2.7,38,февраль,19.92
325,67.7,3,12.8,3,6,центр,требует ремонта,7.3,11.3,0.1883,2,1,2.54,136,июнь,13.09
326,61.5,2,16.4,7,14,новостройки,хорошее,16.4,20.2,0.3367,10,0,2.82,30,апрель,9.35
327,120.7,5,22.8,1,21,новостройки,среднее,14.9,15.4,-2.8683,5,1,2.45,127,май,20.07
328,55.8,2,12.3,2,8,Kспальный,хорошее,9.8,8.4,0.14,31,1,2.45,80,март,9.8
329,30.5,1,6.0,3,17,центр,евроремонт,0.0,,,17,1,2.66,34,апрель,10.83
330,72.3,3,14.7,5,7,новостройки,среднее,14.7,15.3,0.255,33,1,2.5,68,май,10.69
331,37.7,1,11.5,7,17,пригород,среднее,20.4,,,18,1,2.74,358,июнь,4.41
332,84.8,3,12.7,19,21,спальный,хорошее,1O.3,,,27,0,2.74,46,июнь,13.42
333,65.9,3,14.8,2,21,центр,хорошее,1.8,2.0,0.0333,27,0,3.07,32,май,14.13
334,44.9,2,6.6,7,21,Rспальный,хорошее,10.0,9.5,0.1583,24,1,2.63,41,июнь,9.14
335,77.7,3,16.1,2,20,новостройки,евроремонт,17.6,4.5,0.075,16,0,2.83,56,май,13.36
336,71.2,2,17.1,9,9,новостройки,среднее,11.6,10.5,0.175,15,1,2.78,127,февраль,12.57
337,75.8,3,14.9,14,25,центр,среднее,0.0,7.3,0.1217,49,1,2.84,38,январь,16.2
338,27.2,1,8.7,7,13,Mцентр,хорошее,0.1,,,57,1,2.81,20,апрель,7.49
339,42.6,1,8.0,5,18,Qцентр,требует ремонта,8.2,7.9,0.1317,27,0,2.8,30,январь,7.05
340,53.8,1,11.8,18,18,пригород,евроремонт,24.5,,,18,1,2.58,22,апрель,8.29
341,91.6,4,17.0,9,19,спальный,евроремонт,6.1,13.1,0.2183,32,1,2.93,85,март,15.17
342,65.2,3,12.0,13,21,новостройки,среднее,15.1,11.5,0.1917,15,1,2.45,8,январь,11.07
343,57.3,2,11.0,2,6,пригород,среднее,24.0,,,38,0,2.72,87,январь,5.09
344,88.7,4,18.6,18,21,спальный,требует ремонта,4.0,4.2,0.07,19,0,2.62,47,апрель,13.09
345,107.3,5,19.8,16,16,новостройки,евроремонт,8.8,,,41,1,2.94,71,январь,19.43
346,60.1,2,15.6,2,11,спальный,хорошее,11.0,,,10,1,2.81,20,март,10.74
347,49.7,2,9.2,8,21,Iспальный,требует ремонта,11.7,9.2,0.1533,41,1,2.63,87,февраль,6.76
348,83.1,3,13.5,1,5,центр,среднее,4.1,9.0,0.15,46,0,2.6,77,май,15.32
349,48.4,1,9.7,10,17,спальный,среднее,8.3,11.4,0.19,16,1,2.7,47,март,6.7
350,78.6,3,17.6,19,25,новостройки,хорошее,11.8,9.1,0.1517,53,1,2.89,49,февраль,12.98
351,64.5,2,12.9,8,21,спальный,среднее,10.6,12.3,0.205,16,1,2.61,95,май,10.08
352,42.8,1,8.6,5,25,центр,хорошее,O,6.5,0.1083,57,1,2.83,107,май,10.45
353,80.4,2,14.6,11,15,новостройки,среднее,9.2,10.2,0.17,11,0,2.86,36,январь,13.8
354,44.0,1,11.4,16,16,спальный,среднее,8.2,5.5,0.0917,0,1,2.62,118,февраль,6.88
355,50.8,2,12.1,8,22,спальный,среднее,15.1,8.0,0.1333,18,1,2.84,47,март,9.54
356,98.2,4,19.1,19,19,спальный,хорошее,6.3,9.3,0.155,35,1,2.45,37,май,15.61
357,67.5,2,19.0,8,21,центр,евроремонт,3.4,17.5,0.2917,33,0,2.58,45,апрель,14.28
358,72.4,3,11.5,3,10,центр,требует ремонта,2.6,,,2,1,2.59,16,январь,12.58
359,106.4,4,14.3,12,21,спальный,евроремонт,7.9,,,19,0,2.45,55,январь,16.3
360,58.3,2,12.2,5,25,пригород,среднее,19.5,,,23,1,2.69,23,май,6.49
361,112.3,5,20.4,20,20,центр,евроремонт,0.3,,,41,0,2.5,177,май,20.38
362,28.1,1,7.8,5,6,Tспальный,среднее,11.1,9.1,0.1517,0,1,2.94,55,январь,5.77
363,73.3,3,16.6,5,25,Aпригород,хорошее,21.1,,,39,0,2.45,126,июнь,9.01
364,95.0,3,18.4,14,24,новостройки,евроремонт,12.3,11.1,0.185,5,1,2.8,116,апрель,16.55
365,66.5,2,13.6,2,24,спальный,хорошее,10.8,12.2,0.2033,24,0,2.69,64,март,11.39
366,86.3,4,16.4,13,18,спальный,среднее,11.0,,,25,0,2.67,50,февраль,12.61
367,101.2,4,16.8,10,17,Pспальный,хорошее,8.2,14.6,0.2433,29,0,2.82,34,май,15.13
368,75.5,3,15.0,11,15,спальный,среднее,4.3,6.4,0.1067,55,1,2.54,37,апрель,12.09
369,79.8,3,16.9,3,6,новостройки,хорошее,13.7,15.0,0.25,17,1,2.84,94,июнь,12.98
370,43.0,1,10.4,7,13,спальный,среднее,14.5,,,38,1,2.45,45,январь,6.02
371,39.9,1,9.6,5,15,спальный,требует ремонта,9.6,,,30,1,2.97,10,январь,6.77
372,57.3,2,11.8,11,12,Iспальный,хорошее,4.2,12.9,0.215,51,1,2.5,146,январь,10.54
373,77.6,2,17.1,4,13,новостройки,среднее,12.2,14.4,0.24,0,1,2.66,63,май,12.78
374,37.0,1,11.3,7,18,спальный,хорошее,12.8,7.3,0.1217,16,1,2.56,44,июнь,8.89
375,53.9,2,12.7,4,14,Uспальный,среднее,8.8,10.8,0.18,19,1,2.62,70,январь,9.02
376,37.8,1,10.0,1,8,Wновостройки,среднее,12.6,,,0,0,2.57,60,март,5.58
377,111.3,5,21.9,3,21,спальный,хорошее,6.1,7.1,0.1183,17,0,2.45,36,январь,17.07
378,71.2,3,15.1,3,11,центр,требует ремонта,O,7.5,0.125,64,1,2.45,66,февраль,13.42
379,57.2,2,8.2,8,21,спальный,среднее,11.7,11.8,0.1967,14,0,2.72,60,март,9.23
380,88.9,4,16.3,4,8,спальный,среднее,10.9,10.9,0.1817,11,1,2.67,16,январь,14.28
381,53.7,2,14.6,6,25,центр,хорошее,O,9.4,0.1567,16,1,2.84,23,февраль,14.25
382,73.4,2,16.6,1,7,спальный,среднее,9.0,7.0,0.1167,0,1,2.54,31,март,12.38
383,77.6,3,14.8,1,22,Aспальный,среднее,6.2,16.3,0.2717,29,1,2.95,44,март,11.82
384,40.9,1,12.3,8,16,спальный,хорошее,10.1,,,18,0,3.0,19,январь,7.86
385,68.0,3,15.9,4,15,Kспальный,среднее,10.7,16.1,0.2683,27,0,2.89,39,апрель,10.49
386,56.2,2,12.8,9,23,Gпригород,среднее,26.8,,,26,1,2.81,32,июнь,5.49
387,46.1,2,8.5,3,15,спальный,хорошее,13.2,16.3,-0.8773,40,0,2.58,54,апрель,7.51
388,81.6,3,16.0,13,20,спальный,среднее,10.4,5.1,-1.5794,23,1,2.74,37,май,11.79
389,61.8,2,12.2,4,9,центр,среднее,O,3.5,0.0583,0,0,2.51,116,март,11.31
390,32.2,1,8.7,8,19,пригород,евроремонт,26.5,7.7,33.2666,39,0,2.48,83,апрель,5.01
391,71.7,3,14.2,4,10,спальный,среднее,13.3,11.1,0.185,23,1,2.57,27,май,11.34
392,37.9,1,13.4,1,15,спальный,требует ремонта,12.2,17.7,0.295,7,1,2.56,18,апрель,6.15
393,53.3,2,13.0,6,7,новостройки,хорошее,11.4,8.9,0.1483,0,1,2.48,76,март,11.81
394,50.2,2,14.0,9,17,новостройки,хорошее,9.1,5.6,0.0933,17,1,3.08,14,январь,9.96
395,73.3,3,15.1,1,6,Mспальный,хорошее,4.6,2.8,0.0467,14,1,2.45,148,апрель,13.53
396,62.7,2,13.2,6,11,спальный,евроремонт,7.0,5.2,0.0867,28,1,2.82,27,май,11.8
397,37.9,1,11.7,20,20,спальный,требует ремонта,8.2,8.5,0.1417,47,1,2.83,20,январь,5.3
398,76.4,3,13.6,9,14,новостройки,хорошее,11.1,,,36,1,2.66,47,июнь,11.76
399,62.1,2,10.9,2,17,спальный,евроремонт,10.7,,,15,0,2.75,76,апрель,11.16
400,84.6,3,16.5,6,24,спальный,хорошее,8.0,4.9,0.0817,24,0,2.6,11,июнь,13.63
401,51.3,1,13.9,1,22,спальный,среднее,9.8,16.9,0.2817,30,1,2.73,60,январь,7.34
402,86.0,4,21.6,12,13,Nспальный,среднее,14.8,10.7,0.1783,32,1,2.72,95,май,12.39
403,61.5,2,13.2,7,7,центр,среднее,3.1,5.6,0.0933,0,0,2.45,57,май,12.79
404,49.2,2,15.6,7,13,новостройки,среднее,14.8,9.1,0.1517,28,0,2.79,91,май,8.78
405,111.5,5,18.7,5,9,центр,хорошее,5.2,,,19,1,2.81,28,апрель,20.38
406,54.7,2,12.9,3,10,пригород,среднее,22.5,,,19,0,2.71,61,январь,5.87
407,80.7,3,16.0,4,9,спальный,среднее,8.8,5.7,0.095,29,0,2.65,44,апрель,12.01
408,47.9,2,12.0,5,14,спальный,среднее,15.2,15.0,0.25,9,0,2.85,92,март,6.68
409,45.0,1,11.2,7,25,новостройки,требует ремонта,16.3,13.0,0.2167,0,1,2.66,134,май,7.2
410,58.5,2,12.4,6,8,спальный,среднее,12.5,10.4,0.1733,24,0,2.8,211,июнь,8.54
411,98.1,3,15.8,3,18,новостройки,требует ремонта,11.9,10.0,0.1667,10,1,2.86,115,июнь,13.53
412,55.7,2,13.1,22,24,новостройки,среднее,17.7,,,19,0,2.73,3,февраль,7.3
413,51.8,2,11.9,6,14,Xспальный,среднее,10.7,17.4,0.29,39,0,2.97,16,июнь,8.6
414,69.6,3,13.8,5,5,центр,хорошее,O,2.0,0.0333,27,1,2.55,109,июнь,15.87
415,55.3,2,10.5,13,15,центр,среднее,0.8,8.4,0.14,37,1,2.95,173,май,12.99
416,65.8,2,14.6,8,14,спальный,среднее,10.5,8.5,0.1417,15,1,2.45,110,июнь,9.71
417,95.1,4,17.2,13,18,спальный,среднее,1O.8,13.2,0.22,20,1,2.78,41,апрель,14.57
418,61.4,2,16.8,18,19,центр,хорошее,2.1,,,15,0,2.52,32,февраль,13.12
419,34.8,2,13.7,8,22,новостройки,хорошее,11.2,15.4,0.2567,42,1,2.64,108,февраль,7.06
420,55.5,2,12.1,5,6,спальный,среднее,10.7,9.8,0.1633,33,1,2.75,14,январь,7.18
421,48.4,2,12.4,12,19,Bспальный,среднее,9.1,,,36,1,2.76,239,январь,7.39
422,38.6,1,6.8,4,15,новостройки,евроремонт,13.5,2.1,0.035,53,0,2.59,61,апрель,6.89
423,108.7,5,19.3,1,9,новостройки,среднее,14.8,16.0,0.2667,11,1,2.45,26,январь,16.4
424,64.9,2,15.7,10,20,спальный,хорошее,1.7,12.8,0.2133,43,1,2.58,91,январь,11.37
425,88.5,3,16.0,20,24,новостройки,среднее,15.6,17.9,0.2983,10,1,2.45,11,март,14.46
426,63.0,2,14.0,10,19,спальный,хорошее,14.1,9.1,0.1517,25,1,2.47,49,апрель,9.88
427,29.7,1,11.3,1,10,новостройки,евроремонт,8.6,8.4,0.14,46,0,2.8,39,январь,7.07
428,108.9,4,19.5,5,5,спальный,евроремонт,9.6,13.0,0.2167,30,0,2.88,50,март,15.64
429,87.0,4,16.8,8,17,спальный,среднее,12.6,,,33,1,2.92,25,апрель,13.28
430,89.9,3,15.4,12,14,Jновостройки,евроремонт,10.7,14.5,0.2417,6,1,2.62,22,январь,15.59
431,39.6,1,14.2,7,9,центр,требует ремонта,0.0,6.0,0.1,31,0,2.8,207,июнь,9.4
432,68.1,3,11.5,9,11,Sпригород,требует ремонта,22.8,,,27,1,2.59,68,март,7.09
433,48.4,2,11.0,4,13,пригород,требует ремонта,18.3,7.3,0.1217,12,0,2.88,61,февраль,5.51
434,61.2,2,16.0,8,22,центр,среднее,0.0,11.6,0.1933,11,1,2.63,34,май,13.38
435,84.1,4,14.5,8,23,пригород,среднее,23.3,16.8,0.28,22,0,2.51,64,июнь,9.05
436,98.8,5,16.7,12,19,пригород,хорошее,19.8,,,23,1,2.51,31,май,14.77
437,53.1,2,12.6,4,24,центр,хорошее,1.8,11.3,0.1883,3,1,2.57,12,апрель,12.29
438,111.2,5,22.7,14,19,пригород,среднее,23.8,18.7,0.3117,37,0,2.66,16,апрель,12.9
439,74.5,3,11.3,13,15,пригород,среднее,21.2,,,30,1,2.65,36,июнь,8.05
440,29.5,1,7.7,6,16,спальный,среднее,5.7,3.9,0.065,39,1,2.64,43,март,5.64
441,64.7,3,10.2,2,6,спальный,требует ремонта,13.2,10.6,0.1767,13,1,2.49,131,май,9.76
442,47.4,2,14.1,9,9,новостройки,среднее,12.4,,,0,0,2.68,16,февраль,7.51
443,84.1,4,18.4,14,25,спальный,хорошее,6.2,7.4,0.1233,25,0,2.64,56,апрель,13.65
444,57.8,2,12.5,2,20,центр,среднее,7.1,2.6,0.0433,29,0,2.5,28,май,11.13
445,30.7,1,11.3,5,8,пригород,среднее,22.9,,,0,1,2.52,64,май,4.62
446,84.6,3,18.3,18,25,спальный,евроремонт,8.4,10.5,0.175,37,1,2.82,46,апрель,14.49
447,78.7,3,16.0,5,9,новостройки,хорошее,15.7,15.3,0.255,25,1,2.82,32,январь,11.5
448,59.9,2,13.3,3,18,Tновостройки,евроремонт,15.0,16.4,14.2764,17,1,2.74,118,январь,12.35
449,71.7,3,14.8,1,14,спальный,хорошее,7.1,18.2,0.3033,26,1,2.97,84,июнь,10.93
450,82.2,3,18.2,15,15,пригород,среднее,19.7,,,36,0,2.45,73,январь,10.27
451,51.8,2,13.4,5,14,Fспальный,хорошее,8.5,4.9,-2.9483,28,1,2.62,64,март,9.37
452,70.2,3,16.3,4,21,центр,среднее,3.4,,,34,1,2.97,30,июнь,13.74
453,46.0,2,10.1,17,18,новостройки,среднее,15.8,6.9,0.115,42,0,2.6,44,январь,6.04
454,56.6,3,14.6,2,10,новостройки,евроремонт,16.9,14.1,0.235,7,0,2.75,57,февраль,10.43
455,36.4,2,11.7,8,11,новостройки,среднее,10.7,12.9,0.215,25,0,2.6,37,февраль,6.15
456,109.1,4,15.2,9,24,Bпригород,хорошее,27.8,,,41,1,2.6,47,апрель,13.09
457,66.2,2,12.4,5,9,новостройки,хорошее,13.7,11.3,0.1883,60,1,2.5,45,апрель,11.0
458,43.9,1,10.3,4,24,новостройки,хорошее,13.9,12.5,0.2083,49,1,2.59,136,июнь,8.53
459,78.8,3,16.0,4,9,Aновостройки,хорошее,12.3,10.2,0.17,0,1,2.86,12,июнь,13.41
460,71.2,2,11.4,6,6,Sновостройки,среднее,11.6,9.3,0.155,29,0,2.69,20,март,11.51
461,102.5,4,19.8,1,11,спальный,среднее,14.7,14.0,18.3706,42,0,2.88,30,март,13.19
462,48.0,2,11.6,9,21,спальный,требует ремонта,7.4,,,0,0,2.54,99,июнь,6.91
463,52.8,1,14.5,3,5,спальный,среднее,6.0,7.3,0.1217,58,0,2.45,45,апрель,8.04
464,68.1,3,19.2,5,17,Tновостройки,требует ремонта,4.3,,,9,1,2.45,13,март,10.72
465,66.4,2,14.9,3,17,спальный,среднее,6.7,16.4,0.2733,9,0,2.62,279,март,9.11
466,98.5,4,16.9,10,18,спальный,требует ремонта,13.7,,,6,0,2.53,10,январь,12.87
467,69.8,2,12.2,3,15,центр,хорошее,6.9,9.6,0.16,29,1,2.45,108,апрель,14.74
468,75.1,3,17.6,1,5,центр,среднее,3.8,13.4,0.2233,0,0,2.93,52,март,14.39
469,52.1,2,10.8,18,18,спальный,требует ремонта,6.5,12.9,0.215,11,0,2.62,35,март,6.42
470,45.9,2,12.7,5,14,спальный,евроремонт,12.3,18.0,0.3,0,0,2.45,65,май,8.23
471,91.1,4,16.0,19,25,спальный,евроремонт,14.5,,,27,0,2.46,95,апрель,14.27
472,50.9,2,10.3,10,12,центр,хорошее,O,12.3,0.205,0,1,2.58,208,март,12.48
473,67.9,2,14.1,6,18,новостройки,хорошее,21.4,13.9,0.2317,46,0,2.97,43,июнь,8.99
474,85.5,3,17.8,2,18,спальный,среднее,4.9,8.3,0.1383,48,0,2.64,63,апрель,13.11
475,55.9,2,13.2,5,13,спальный,евроремонт,9.0,,,41,0,2.53,96,март,9.39
476,37.5,1,9.9,18,21,центр,евроремонт,2.7,10.3,0.1717,33,0,2.91,155,февраль,10.91
477,56.6,2,11.8,12,25,Pпригород,хорошее,23.7,,,2,1,2.59,27,июнь,8.77
478,93.5,3,18.3,3,5,новостройки,хорошее,13.0,9.2,0.1533,38,0,2.79,27,апрель,14.37
479,37.8,1,9.3,17,17,новостройки,среднее,10.5,7.9,0.1317,40,0,2.45,32,июнь,5.93
480,94.2,4,16.2,1,25,спальный,среднее,5.1,,,18,1,2.74,67,январь,12.93
481,30.1,1,7.9,3,5,центр,хорошее,0.0,10.8,0.18,26,1,2.92,19,апрель,10.59
482,104.4,5,17.7,7,9,новостройки,хорошее,12.4,13.5,0.225,42,0,2.8,33,май,17.27
483,76.1,3,11.5,3,17,центр,среднее,2.8,20.4,0.34,40,0,2.72,15,май,14.21
484,114.1,4,16.1,17,21,спальный,среднее,10.6,,,4,1,2.59,112,май,17.84
485,78.6,3,17.8,9,10,Sпригород,хорошее,19.3,,,49,0,2.68,40,июнь,9.73
486,103.0,4,20.4,5,16,Iновостройки,хорошее,13.7,7.9,0.1317,33,1,2.77,87,май,16.04
487,58.3,2,11.7,2,11,спальный,хорошее,15.0,16.6,0.2767,16,0,2.81,19,июнь,10.08
488,52.7,2,10.7,12,21,центр,среднее,O,6.6,0.11,13,0,2.91,45,июнь,12.03
489,29.0,1,12.7,11,11,центр,среднее,0.0,2.0,2.0,2,0,2.88,127,март,8.9
490,75.4,3,16.7,16,18,спальный,среднее,9.1,9.4,0.1567,15,1,2.82,31,январь,12.13
491,71.7,3,16.2,3,17,пригород,среднее,24.5,9.6,0.16,29,0,2.7,47,февраль,7.4
492,82.4,3,15.0,10,15,Zспальный,среднее,6.5,8.3,0.1383,22,0,2.76,46,март,14.44
493,88.9,4,19.5,10,11,новостройки,среднее,15.3,15.0,0.25,39,1,2.86,74,апрель,14.48
494,99.8,4,16.5,9,18,Iновостройки,хорошее,16.5,,,14,0,2.56,29,февраль,14.29
495,80.7,3,17.5,7,25,спальный,евроремонт,12.9,7.2,0.12,34,0,2.54,65,июнь,14.9
496,67.2,2,14.5,11,19,центр,евроремонт,9.6,14.1,0.235,29,0,2.51,50,февраль,13.7
497,83.1,3,13.0,2,6,центр,среднее,O,11.1,-1.0797,36,1,2.62,207,март,15.96
498,75.5,3,15.2,11,14,новостройки,среднее,15.2,14.7,0.245,0,1,2.58,140,март,10.97
499,70.8,3,16.0,4,7,спальный,среднее,11.6,,,44,0,2.7,42,май,11.04
500,65.0,2,12.8,16,18,новостройки,среднее,12.2,4.7,0.0783,12,0,2.71,241,февраль,11.07
501,60.0,2,13.4,15,23,центр,требует ремонта,O,11.8,0.1967,18,1,2.57,55,февраль,11.33
502,50.3,2,12.6,18,24,новостройки,среднее,14.O,10.6,0.1767,26,0,2.75,40,февраль,8.29
503,60.6,3,12.7,10,20,спальный,среднее,6.8,10.4,0.1733,18,1,2.85,48,январь,10.72
504,87.9,4,11.7,11,19,спальный,хорошее,6.3,12.1,0.2017,24,0,2.87,70,май,14.51
505,57.4,2,16.5,6,7,центр,среднее,1.0,10.5,0.175,0,0,2.63,35,январь,12.94
506,72.4,3,14.1,4,10,новостройки,требует ремонта,11.6,8.3,0.1383,33,0,2.69,23,май,9.75
507,108.0,5,21.8,3,5,центр,требует ремонта,2.O,7.6,0.1267,8,0,2.45,70,март,18.35
508,31.7,1,12.4,11,15,пригород,среднее,24.0,,,38,0,2.55,44,май,2.0
509,34.3,1,7.8,15,19,центр,среднее,3.2,,,28,1,2.58,49,июнь,7.51
510,58.6,2,11.2,5,14,спальный,требует ремонта,13.2,,,17,1,2.69,35,февраль,7.57
511,62.6,2,10.9,7,22,новостройки,хорошее,15.3,9.8,0.1633,40,1,2.66,67,май,11.1
512,87.3,3,18.4,9,24,Eпригород,среднее,21.8,,,32,1,2.81,26,февраль,10.04
513,66.8,2,16.7,9,13,спальный,евроремонт,3.3,18.7,0.3117,27,1,2.65,133,январь,12.41
514,73.3,3,20.5,7,10,центр,хорошее,6.6,9.7,0.1617,20,0,2.65,92,март,14.57
515,44.9,1,8.9,5,9,пригород,евроремонт,23.3,7.9,0.1317,20,1,2.82,40,январь,6.12
516,102.5,5,16.3,12,12,Kновостройки,среднее,14.1,3.4,0.0567,58,0,2.57,26,апрель,12.48
517,62.9,3,13.2,4,5,новостройки,евроремонт,13.7,,,41,0,2.54,48,июнь,9.96
518,61.5,2,14.3,5,10,пригород,хорошее,20.2,,,3,0,2.45,111,май,9.22
519,40.6,1,9.2,9,9,центр,хорошее,0.2,9.6,0.16,28,0,2.45,122,март,9.27
520,37.8,1,10.9,9,11,пригород,среднее,22.1,18.6,0.31,31,0,3.04,45,июнь,3.27
521,39.3,1,9.6,7,7,новостройки,хорошее,11.6,11.8,0.1967,27,1,2.45,32,июнь,7.06
