order_id;created_at;delivered_at;customer_id;city;category;payment;amount;items
1046;2024-04-10 00:53;2024-04-13 09:33;1125;Санкт-Петербург;Одежда;Наличные;5340;2
118;2024-10-07 17:21;2024-10-10 15:07;1031;Санкт-Петербург;Книги;Карта;1501;5
731;2024-01-01 02:14;2024-01-02 22:58;1013;Санкт-Петербург;Книги;Наличные;1543;3
480;2024-08-02 19:38;2024-08-06 14:16;1109;Екатеринбург;Косметика;СБП;2398;2
323;2024-02-16 03:20;2024-02-20 10:45;1378;Екатеринбург;Книги;Карта;530;1
1384;2024-04-12 14:18;2024-04-14 03:44;1276;Москва;Электроника;Карта;3991;1
1399;2023-03-10 10:36;;1084;Екатеринбург;Одежда;Карта;5244;1
370;2023-05-28 01:52;2023-05-31 04:44;1242;Екатеринбург;Косметика;СБП;900;4
1455;2024-06-25 10:47;2024-06-28 19:26;1348;Самара;Одежда;Карта;3067;2
353;2023-04-24 07:32;;1362;Москва;Косметика;Карта;2298;4
348;2023-02-01 21:54;;1360;Москва;Дом;Карта;3624;1
1212;2023-12-23 17:24;2023-12-28 10:27;1041;Екатеринбург;Одежда;СБП;4252;1
185;2024-11-11 17:01;2024-11-17 14:53;1269;Екатеринбург;Одежда;СБП;3813;1
1465;2024-10-01 03:40;2024-10-01 18:19;1162;Москва;Одежда;СБП;2507;1
1324;2024-08-31 21:39;2024-09-01 04:04;1306;Ростов-на-Дону;Одежда;СБП;1315;2
1080;2024-07-20 17:21;2024-07-25 01:05;1340;Нижний Новгород;Одежда;СБП;4263;2
1058;2024-09-09 19:37;2024-09-11 23:30;1277;Москва;Электроника;Карта;19756;2
877;2024-04-27 19:17;;1005;Екатеринбург;Одежда;Карта;5171;3
1425;2023-11-15 21:44;;1124;Москва;Книги;СБП;1132;1
1290;2023-06-07 01:48;2023-06-08 17:50;1305;Санкт-Петербург;Спорт;Наличные;4109;2
289;2024-12-22 08:27;2024-12-22 13:15;1021;Санкт-Петербург;Электроника;Карта;11289;3
634;2023-06-12 10:56;2023-06-14 11:38;1120;Казань;Косметика;СБП;1436;1
241;2023-03-17 01:20;2023-03-18 09:31;1286;Москва;Дом;СБП;3576;4
1337;2023-07-07 05:15;;1108;Москва;Книги;Карта;694;2
1036;2023-05-26 05:48;2023-05-28 14:44;1042;Санкт-Петербург;Электроника;СБП;3013;3
1028;2023-12-29 15:27;2024-01-03 04:34;1361;Ростов-на-Дону;Книги;Карта;1503;2
1277;2024-01-24 07:36;2024-01-26 20:48;1001;Москва;Одежда;Карта;4064;1
1204;2024-08-28 19:11;2024-08-30 06:03;1333;Москва;Одежда;Карта;5525;1
799;2023-01-21 04:59;2023-01-22 15:59;1123;Москва;Спорт;СБП;4676;1
643;2023-11-12 18:34;2023-11-17 11:24;1331;Ростов-на-Дону;Дом;СБП;2854;1
871;2023-07-03 11:22;2023-07-05 04:31;1030;Казань;Книги;Карта;831;1
1311;2023-04-26 11:09;2023-04-29 20:03;1124;Нижний Новгород;Одежда;Карта;3918;1
1114;2024-02-20 02:45;2024-02-23 10:38;1018;Москва;Спорт;СБП;3703;1
967;2024-12-10 23:31;2024-12-15 02:38;1216;Новосибирск;Книги;СБП;1100;1
207;2023-04-01 16:53;2023-04-04 01:16;1235;Новосибирск;Одежда;СБП;3476;5
1412;2024-07-01 07:56;;1329;Казань;Косметика;СБП;1081;1
621;2024-08-11 15:43;2024-08-12 07:44;1183;Нижний Новгород;Косметика;Карта;3292;1
372;2023-12-12 23:59;2023-12-14 11:30;1251;Москва;Одежда;Карта;5377;1
1331;2023-03-29 01:40;2023-03-29 23:17;1332;Москва;Одежда;СБП;1927;3
837;2023-06-30 06:28;2023-07-06 04:11;1384;Новосибирск;Электроника;Наличные;4488;2
1406;2024-11-17 02:27;2024-11-19 17:00;1386;Москва;Одежда;СБП;3263;2
355;2024-09-30 04:54;2024-10-04 04:07;1245;Новосибирск;Косметика;СБП;2022;1
493;2024-01-27 20:52;2024-01-29 03:42;1135;Москва;Дом;Наличные;2664;1
363;2023-03-06 23:28;2023-03-08 14:28;1043;Москва;Одежда;Карта;3437;3
1022;2024-05-20 20:23;2024-05-24 02:39;1257;Самара;Одежда;СБП;3975;1
1289;2024-01-03 20:07;;1119;Новосибирск;Дом;Карта;1150;1
737;2023-03-23 04:09;2023-03-23 22:08;1014;Санкт-Петербург;Одежда;Наличные;2461;5
868;2023-03-23 06:00;2023-03-27 09:14;1337;Казань;Книги;Карта;1450;1
1244;2023-04-18 14:39;2023-04-20 08:38;1048;Санкт-Петербург;Дом;СБП;4461;2
165;2023-01-08 15:32;2023-01-11 04:07;1397;Самара;Электроника;Карта;17986;1
176;2024-04-22 13:37;;1180;Новосибирск;Книги;СБП;352;1
596;2024-11-28 18:02;2024-12-02 10:43;1171;Самара;Спорт;СБП;1709;4
460;2023-05-12 21:05;2023-05-13 20:00;1263;Санкт-Петербург;Одежда;СБП;2871;3
785;2024-11-29 20:09;2024-12-01 10:55;1166;Санкт-Петербург;Косметика;СБП;3650;2
345;2023-02-11 01:53;2023-02-16 17:05;1252;Новосибирск;Одежда;СБП;2089;1
106;2023-12-31 05:33;2024-01-01 06:39;1151;Санкт-Петербург;Книги;Наличные;1014;1
1473;2024-11-06 01:05;2024-11-06 17:48;1099;Санкт-Петербург;Книги;Карта;854;1
586;2023-10-30 09:27;2023-11-01 03:09;1152;Москва;Электроника;СБП;21545;2
1120;2024-07-06 18:27;2024-07-08 02:54;1211;Москва;Книги;Карта;698;3
581;2024-06-12 13:47;2024-06-14 14:06;1022;Москва;Дом;СБП;3518;5
394;2023-01-07 19:11;2023-01-09 09:20;1346;Москва;Книги;Карта;1491;1
957;2023-02-12 13:22;2023-02-12 21:57;1343;Москва;Косметика;Наличные;1850;1
1242;2023-05-30 07:21;2023-06-01 01:35;1017;Санкт-Петербург;Спорт;Карта;4408;2
227;2024-10-10 18:44;2024-10-14 21:23;1370;Екатеринбург;Одежда;Карта;3001;1
228;2023-02-01 16:55;;1030;Санкт-Петербург;Спорт;СБП;3963;1
1017;2023-05-27 17:52;;1342;Санкт-Петербург;Книги;Карта;1195;1
42;2023-10-09 06:22;2023-10-09 15:52;1274;Санкт-Петербург;Книги;Карта;954;2
1276;2023-01-21 15:19;2023-01-24 18:04;1373;Самара;Одежда;СБП;3234;3
518;2023-04-26 08:34;2023-04-27 11:09;1380;Санкт-Петербург;Книги;СБП;1149;4
1079;2024-03-08 09:34;2024-03-09 21:06;1181;Москва;Книги;Карта;296;1
839;2024-10-08 22:56;2024-10-11 03:45;1092;Москва;Одежда;Карта;4505;2
928;2023-04-12 22:09;2023-04-16 04:30;1104;Ростов-на-Дону;Электроника;Наличные;14397;1
939;2023-08-24 02:17;2023-08-24 16:37;1265;Москва;Спорт;СБП;6245;2
297;2024-10-24 04:45;2024-10-27 12:56;1340;Ростов-на-Дону;Книги;Карта;283;3
223;2024-03-28 21:28;2024-04-03 17:08;1232;Новосибирск;Дом;Наличные;4040;1
158;2024-08-21 08:32;2024-08-23 00:57;1122;Санкт-Петербург;Дом;Наличные;1398;2
1147;2024-11-20 02:45;2024-11-24 09:48;1154;Самара;Книги;СБП;595;4
1401;2024-03-07 19:18;2024-03-09 02:58;1038;Санкт-Петербург;Одежда;Карта;2558;1
1424;2023-04-30 17:30;;1114;Москва;Книги;СБП;905;5
55;2024-02-08 20:44;;1146;Екатеринбург;Одежда;СБП;4628;1
144;2024-05-23 19:33;2024-05-25 18:17;1078;Санкт-Петербург;Косметика;СБП;1995;1
1264;2023-05-14 00:30;;1039;Самара;Дом;Карта;2514;1
1448;2023-10-20 15:05;2023-10-20 20:47;1251;Москва;Электроника;СБП;6199;1
779;2023-08-09 07:05;2023-08-13 00:20;1240;Казань;Косметика;СБП;3871;1
1180;2024-08-29 04:38;;1018;Казань;Дом;Карта;100;1
1367;2024-12-17 12:58;;1081;Москва;Книги;Карта;1056;2
529;2023-03-29 10:58;2023-03-31 00:36;1330;Москва;Дом;СБП;1496;3
114;2023-06-07 18:58;2023-06-10 22:55;1325;Новосибирск;Одежда;СБП;2087;4
209;2024-02-11 07:58;2024-02-14 19:54;1162;Казань;Книги;Наличные;1358;1
1495;2024-11-02 00:50;2024-11-04 18:28;1041;Казань;Книги;СБП;796;1
1003;2024-12-12 02:08;;1179;Москва;Электроника;Карта;13231;1
605;2023-11-02 14:38;2023-11-04 07:32;1140;Москва;Книги;Карта;994;1
249;2023-03-27 12:50;2023-03-28 16:34;1322;Санкт-Петербург;Спорт;Карта;4761;1
898;2023-02-16 21:47;2023-02-21 21:20;1200;Самара;Книги;Наличные;627;2
315;2023-12-14 12:58;2023-12-15 00:31;1379;Москва;Электроника;Карта;15125;1
380;2023-01-30 04:52;2023-02-01 19:21;1114;Нижний Новгород;Косметика;СБП;1431;1
488;2024-08-15 22:23;;1262;Санкт-Петербург;Одежда;Карта;3582;1
1050;2024-11-01 11:44;;1070;Москва;Косметика;Наличные;2245;3
1229;2023-01-12 14:35;2023-01-12 19:23;1095;Москва;Одежда;СБП;892;1
9;2023-03-23 11:10;2023-03-25 11:40;1161;Москва;Электроника;Карта;11617;4
683;2024-06-16 10:19;2024-06-16 15:07;1070;Санкт-Петербург;Электроника;Карта;13227;2
541;2023-06-01 14:38;2023-06-04 02:35;1180;Москва;Книги;Карта;345;1
1064;2023-05-16 20:45;2023-05-19 18:19;1256;Ростов-на-Дону;Книги;Карта;807;2
531;2024-09-29 03:44;2024-10-01 13:16;1306;Казань;Одежда;Карта;5904;2
1457;2023-10-03 23:22;2023-10-06 00:53;1339;Нижний Новгород;Одежда;СБП;4281;2
1062;2024-06-02 05:24;2024-06-06 19:27;1076;Ростов-на-Дону;Дом;Карта;851;1
1076;2023-02-15 14:49;2023-02-17 03:22;1108;Ростов-на-Дону;Спорт;Карта;5769;5
163;2024-08-27 05:41;2024-08-31 04:00;1365;Москва;Одежда;Карта;3920;5
972;2023-09-02 23:49;2023-09-06 20:21;1303;Самара;Электроника;Наличные;12702;5
284;2024-03-09 04:27;2024-03-13 12:03;1072;Самара;Одежда;СБП;3071;1
638;2023-12-07 07:03;2023-12-10 17:04;1229;Санкт-Петербург;Дом;Карта;3984;1
78;2024-01-03 16:45;;1076;Самара;Одежда;СБП;3022;2
833;2023-06-28 03:40;2023-06-28 14:40;1193;Санкт-Петербург;Электроника;Карта;19488;1
182;2024-12-16 08:41;2024-12-19 18:00;1163;Москва;Электроника;Карта;17550;1
283;2024-04-01 10:16;2024-04-06 07:43;1361;Казань;Дом;СБП;1161;2
1409;2024-12-21 05:08;2024-12-23 08:24;1141;Нижний Новгород;Косметика;Карта;1412;2
385;2023-07-23 18:53;;1362;Новосибирск;Дом;Наличные;2426;1
293;2024-05-25 21:53;2024-05-26 02:41;1263;Санкт-Петербург;Одежда;Карта;999;5
708;2023-12-23 10:38;2023-12-23 18:08;1223;Москва;Спорт;Карта;3202;5
317;2024-01-13 13:20;2024-01-14 19:04;1219;Москва;Электроника;СБП;10741;1
722;2023-10-06 23:04;2023-10-10 12:19;1362;Ростов-на-Дону;Книги;СБП;1542;4
775;2023-03-08 06:45;2023-03-11 04:32;1021;Москва;Одежда;Карта;3427;5
1231;2024-12-15 14:53;2024-12-17 11:02;1326;Казань;Книги;Карта;867;1
1262;2024-01-18 22:20;2024-01-19 20:09;1309;Казань;Электроника;Карта;14105;2
146;2024-04-15 16:56;2024-04-18 17:52;1028;Нижний Новгород;Дом;Карта;3679;1
473;2024-11-24 00:50;2024-11-29 00:03;1308;Самара;Одежда;СБП;1686;2
962;2024-09-09 01:20;2024-09-09 06:08;1202;Москва;Одежда;СБП;4023;2
320;2023-01-18 21:29;2023-01-21 01:07;1365;Москва;Одежда;Карта;5272;1
173;2024-11-20 10:31;2024-11-23 06:34;1063;Москва;Спорт;Карта;2330;3
58;2023-01-29 10:41;2023-01-31 23:40;1214;Нижний Новгород;Спорт;Карта;6360;3
743;2023-08-31 16:02;2023-09-03 17:06;1274;Казань;Одежда;Карта;592;3
31;2023-07-10 14:31;2023-07-14 15:20;1051;Новосибирск;Книги;Карта;901;1
1113;2024-12-27 05:06;2024-12-27 16:07;1010;Москва;Книги;Карта;1190;1
1097;2024-03-08 10:11;2024-03-09 14:21;1042;Москва;Спорт;СБП;7179;3
21;2024-04-26 05:18;2024-04-28 01:03;1242;Москва;Книги;СБП;947;4
105;2024-11-08 13:46;2024-11-12 11:15;1217;Самара;Дом;Карта;1468;2
217;2023-09-29 08:03;;1171;Самара;Косметика;Наличные;1868;2
824;2024-05-31 05:44;2024-06-01 22:25;1120;Москва;Спорт;Наличные;2026;1
1380;2024-07-21 12:31;2024-07-26 06:06;1090;Нижний Новгород;Электроника;Наличные;31152;2
1214;2023-08-31 21:04;;1220;Москва;Книги;СБП;1496;1
402;2023-06-21 11:07;2023-06-21 15:55;1183;Москва;Спорт;Карта;1812;3
66;2023-12-20 16:12;2023-12-23 23:03;1177;Москва;Спорт;СБП;6416;2
1321;2024-08-07 04:02;2024-08-08 02:23;1340;Санкт-Петербург;Одежда;Карта;4483;3
542;2024-04-03 23:27;2024-04-05 23:10;1123;Санкт-Петербург;Косметика;СБП;1792;1
281;2023-02-12 12:20;2023-02-16 13:29;1360;Екатеринбург;Косметика;Карта;1740;1
1115;2023-02-26 23:21;2023-02-27 20:13;1177;Москва;Электроника;Карта;21573;3
1450;2023-03-22 06:25;2023-03-24 23:36;1328;Санкт-Петербург;Электроника;Наличные;7992;1
766;2024-08-20 13:35;2024-08-23 15:17;1144;Екатеринбург;Книги;Карта;871;2
434;2024-06-19 13:29;2024-06-23 08:33;1349;Екатеринбург;Одежда;СБП;5601;3
687;2024-06-20 03:37;2024-06-23 23:45;1041;Екатеринбург;Косметика;СБП;2040;4
1319;2024-09-20 11:05;2024-09-23 21:33;1275;Санкт-Петербург;Спорт;СБП;3802;5
668;2023-03-04 18:59;2023-03-07 00:10;1053;Москва;Одежда;Карта;3649;1
788;2024-08-09 00:46;2024-08-11 04:33;1158;Москва;Спорт;СБП;6187;1
1315;2024-02-24 04:26;2024-02-29 10:55;1285;Новосибирск;Дом;Карта;1081;2
1060;2023-05-04 20:20;;1161;Ростов-на-Дону;Одежда;СБП;3206;3
93;2024-12-26 19:29;2024-12-31 00:13;1074;Самара;Книги;СБП;504;1
1068;2024-03-06 12:15;2024-03-07 20:06;1242;Москва;Книги;Карта;903;1
1171;2023-08-25 01:26;;1342;Санкт-Петербург;Одежда;СБП;3971;1
161;2024-11-30 21:51;2024-12-02 23:10;1139;Нижний Новгород;Одежда;Карта;1637;3
199;2023-03-16 12:05;2023-03-19 14:11;1319;Казань;Книги;СБП;519;1
224;2024-06-28 03:08;2024-06-29 19:24;1386;Санкт-Петербург;Одежда;Карта;3047;2
244;2024-02-17 05:38;;1369;Санкт-Петербург;Одежда;Карта;3369;1
56;2023-12-08 12:08;2023-12-10 08:53;1032;Москва;Книги;Карта;1087;2
305;2024-03-11 19:43;2024-03-15 19:48;1004;Москва;Спорт;СБП;8717;1
251;2024-12-11 11:44;2024-12-12 21:22;1257;Москва;Одежда;Карта;5887;2
1266;2024-07-03 11:55;2024-07-06 14:34;1109;Екатеринбург;Дом;Карта;3053;1
1326;2024-07-21 00:23;2024-07-24 12:59;1364;Казань;Косметика;СБП;2164;1
1386;2023-06-13 17:02;2023-06-16 10:30;1000;Ростов-на-Дону;Одежда;Карта;4796;3
640;2024-02-01 23:43;2024-02-02 04:51;1375;Москва;Книги;Карта;674;3
725;2023-03-01 03:22;2023-03-02 20:43;1115;Москва;Одежда;Карта;1140;2
216;2023-02-24 07:40;2023-03-02 05:26;1253;Самара;Книги;СБП;1303;5
499;2024-01-14 05:11;2024-01-15 03:10;1214;Москва;Книги;Карта;1254;1
1416;2024-10-27 00:08;2024-11-01 04:36;1024;Нижний Новгород;Книги;СБП;299;1
142;2024-11-01 01:33;2024-11-02 19:43;1202;Нижний Новгород;Косметика;Карта;2092;2
904;2024-10-30 09:41;2024-11-01 01:51;1291;Москва;Электроника;Карта;16645;3
747;2023-01-28 02:13;2023-02-01 08:38;1137;Казань;Одежда;Карта;4237;1
1483;2024-10-09 22:31;2024-10-11 07:25;1185;Москва;Электроника;СБП;21518;1
903;2023-10-27 12:55;2023-10-30 01:22;1366;Москва;Спорт;СБП;5918;1
1341;2023-06-24 04:01;2023-06-27 07:20;1400;Новосибирск;Одежда;Карта;6285;3
891;2023-05-24 07:38;2023-05-25 12:25;1393;Москва;Одежда;Карта;1432;1
717;2023-07-07 10:53;2023-07-10 09:39;1057;Нижний Новгород;Электроника;Карта;13863;1
1011;2024-02-26 13:35;2024-02-28 03:25;1058;Москва;Электроника;Карта;7354;2
930;2024-02-20 13:48;2024-02-22 12:42;1193;Казань;Косметика;Карта;2320;5
1015;2023-11-19 23:36;2023-11-21 01:34;1179;Москва;Одежда;Карта;5492;2
1349;2024-03-12 09:04;;1387;Москва;Одежда;Карта;2723;2
1020;2023-10-05 08:08;2023-10-05 22:37;1389;Москва;Одежда;Карта;5446;1
658;2023-03-08 16:53;;1312;Москва;Дом;Карта;750;3
988;2024-08-15 10:02;2024-08-17 10:44;1005;Москва;Дом;Карта;2019;3
1199;2023-02-23 21:22;2023-02-27 19:10;1312;Ростов-на-Дону;Одежда;СБП;3604;4
1146;2023-08-14 18:56;2023-08-17 00:28;1016;Ростов-на-Дону;Дом;Карта;2364;4
1089;2024-07-08 23:42;2024-07-09 04:30;1330;Москва;Косметика;Наличные;2977;1
1287;2023-01-12 12:03;2023-01-13 06:04;1279;Москва;Одежда;Карта;4133;4
1402;2024-01-02 00:35;2024-01-08 08:42;1071;Новосибирск;Дом;Карта;1502;2
876;2023-03-03 10:43;2023-03-05 06:17;1393;Санкт-Петербург;Косметика;СБП;2003;2
583;2024-03-24 15:33;;1067;Москва;Спорт;Карта;7345;2
603;2023-07-13 06:48;;1304;Москва;Электроника;Карта;13638;1
175;2024-01-24 10:33;2024-01-27 02:25;1040;Екатеринбург;Дом;Карта;715;2
276;2023-11-18 21:37;;1053;Санкт-Петербург;Одежда;СБП;1999;1
236;2024-04-09 10:29;2024-04-13 21:17;1211;Казань;Спорт;СБП;8067;1
1065;2024-05-12 05:19;2024-05-12 10:07;1349;Санкт-Петербург;Электроника;Карта;3529;1
951;2024-06-20 13:33;2024-06-21 21:35;1164;Санкт-Петербург;Дом;СБП;744;1
139;2023-06-24 17:45;2023-06-24 22:33;1181;Москва;Дом;Карта;3199;1
1271;2024-02-02 15:00;2024-02-04 07:54;1292;Москва;Книги;Карта;1493;1
1372;2023-10-19 18:05;2023-10-22 02:32;1105;Екатеринбург;Одежда;Карта;5701;1
201;2024-08-07 13:29;2024-08-07 18:17;1263;Санкт-Петербург;Электроника;Карта;14086;1
126;2024-04-14 02:37;2024-04-15 08:14;1271;Казань;Электроника;Карта;6657;2
1328;2023-09-15 14:19;2023-09-19 17:11;1236;Ростов-на-Дону;Одежда;Карта;5538;2
255;2024-04-27 10:44;2024-04-30 09:14;1290;Казань;Косметика;Карта;1596;1
415;2023-03-15 07:53;;1227;Санкт-Петербург;Одежда;Карта;4714;3
889;2024-05-04 21:07;2024-05-05 19:43;1119;Санкт-Петербург;Одежда;Карта;3931;3
455;2024-06-14 19:58;2024-06-18 10:16;1141;Екатеринбург;Косметика;Карта;893;1
1302;2024-09-10 22:10;2024-09-11 02:58;1171;Москва;Дом;СБП;2924;1
550;2024-07-11 00:53;2024-07-11 19:31;1344;Москва;Одежда;Карта;2274;2
990;2024-12-14 01:24;;1162;Москва;Книги;СБП;836;1
1153;2024-11-05 00:18;2024-11-09 03:32;1170;Екатеринбург;Косметика;Карта;2021;3
299;2024-05-06 21:23;2024-05-08 10:03;1320;Санкт-Петербург;Электроника;СБП;12146;3
735;2023-02-22 09:37;2023-02-25 09:00;1366;Москва;Одежда;СБП;2732;1
178;2023-08-21 23:56;;1034;Ростов-на-Дону;Электроника;СБП;18803;3
474;2023-01-02 17:57;2023-01-07 16:01;1117;Самара;Спорт;СБП;6122;2
1219;2024-06-22 16:01;2024-06-26 18:56;1118;Новосибирск;Одежда;Карта;3653;1
884;2024-02-12 21:16;2024-02-16 13:35;1339;Нижний Новгород;Косметика;Наличные;2223;4
703;2023-08-27 12:53;2023-08-31 02:27;1106;Екатеринбург;Косметика;Карта;1741;4
1426;2023-01-31 06:06;2023-02-01 06:20;1265;Нижний Новгород;Одежда;Карта;100;1
843;2023-03-17 13:16;;1031;Москва;Спорт;СБП;1161;1
1008;2024-01-23 02:22;2024-01-23 17:29;1204;Москва;Одежда;Карта;3174;3
1387;2024-03-29 13:17;2024-04-01 09:28;1049;Санкт-Петербург;Косметика;Карта;1414;5
435;2023-04-19 10:52;2023-04-20 01:24;1299;Москва;Книги;Карта;1140;1
1225;2023-07-03 18:15;2023-07-05 01:27;1134;Нижний Новгород;Книги;Карта;619;2
1021;2023-10-22 04:22;2023-10-24 14:41;1286;Санкт-Петербург;Книги;Карта;350;4
1121;2024-10-12 16:05;2024-10-17 08:42;1247;Новосибирск;Одежда;Карта;1775;1
344;2024-05-31 17:19;2024-06-04 03:17;1302;Самара;Косметика;Карта;3130;1
197;2024-10-27 21:22;2024-11-01 16:23;1240;Ростов-на-Дону;Книги;Карта;902;1
858;2023-09-13 15:10;2023-09-16 09:18;1400;Москва;Электроника;Карта;11607;1
357;2024-06-30 19:12;2024-07-04 12:39;1360;Москва;Электроника;Наличные;11412;5
847;2024-11-07 16:45;;1246;Ростов-на-Дону;Дом;СБП;1805;1
1067;2023-07-27 17:01;2023-07-30 09:17;1086;Екатеринбург;Книги;СБП;765;3
332;2024-03-19 01:05;2024-03-20 15:03;1182;Нижний Новгород;Дом;Карта;3049;1
321;2024-09-02 18:01;2024-09-03 09:44;1344;Москва;Книги;Наличные;503;1
234;2023-12-17 11:53;2023-12-20 13:47;1205;Москва;Электроника;Карта;4246;2
893;2024-03-12 03:22;2024-03-13 08:23;1334;Москва;Книги;Наличные;816;4
1329;2023-04-12 17:09;2023-04-14 05:04;1213;Москва;Электроника;СБП;10583;3
278;2024-12-04 07:29;;1022;Санкт-Петербург;Электроника;СБП;17100;1
275;2024-08-04 23:39;;1113;Ростов-на-Дону;Книги;СБП;677;1
258;2024-07-20 18:00;;1381;Новосибирск;Одежда;Карта;3329;2
65;2024-03-28 23:35;2024-03-29 04:23;1038;Москва;Электроника;Карта;3498;2
776;2023-09-19 05:30;2023-09-19 19:45;1072;Москва;Одежда;Наличные;5838;4
546;2024-06-01 23:04;2024-06-04 02:01;1291;Москва;Книги;СБП;900;1
351;2024-07-05 01:28;2024-07-07 09:29;1394;Москва;Дом;Карта;4077;2
502;2023-09-15 04:52;2023-09-15 14:49;1128;Санкт-Петербург;Электроника;СБП;7788;1
94;2024-07-12 15:18;2024-07-14 04:23;1174;Москва;Одежда;СБП;3873;3
1378;2023-05-13 05:22;2023-05-19 09:15;1204;Екатеринбург;Одежда;Карта;3454;1
1145;2023-06-29 18:23;2023-06-30 22:18;1145;Москва;Книги;Карта;892;1
626;2024-10-23 18:14;2024-10-25 20:48;1374;Санкт-Петербург;Одежда;Карта;2909;2
1318;2024-06-21 16:10;2024-06-23 00:22;1289;Москва;Спорт;Карта;3359;2
973;2024-09-23 19:09;2024-09-27 11:40;1088;Ростов-на-Дону;Дом;Карта;3370;1
524;2023-12-29 13:51;;1340;Санкт-Петербург;Косметика;Карта;2266;2
1216;2023-12-18 14:45;2023-12-20 06:07;1023;Новосибирск;Электроника;СБП;9353;4
316;2023-09-13 19:16;2023-09-14 00:04;1369;Москва;Дом;СБП;4339;1
1265;2023-03-18 00:08;2023-03-19 09:15;1201;Москва;Спорт;Карта;2828;3
1116;2024-08-06 01:02;2024-08-08 15:14;1328;Москва;Спорт;Карта;6158;1
627;2023-12-11 19:00;2023-12-16 03:31;1188;Новосибирск;Книги;Наличные;807;1
1391;2024-09-06 14:42;2024-09-06 19:30;1101;Санкт-Петербург;Электроника;СБП;16910;3
476;2024-01-06 16:02;2024-01-07 12:22;1363;Санкт-Петербург;Книги;СБП;728;1
288;2023-09-01 13:55;2023-09-02 01:43;1234;Москва;Электроника;СБП;16839;1
1039;2024-01-25 12:17;2024-01-26 05:37;1072;Казань;Электроника;СБП;14523;1
285;2024-07-19 17:46;2024-07-22 19:23;1088;Санкт-Петербург;Электроника;Карта;14790;2
1413;2023-05-24 13:30;2023-05-28 22:32;1201;Казань;Электроника;СБП;7211;4
645;2024-09-13 20:09;2024-09-18 06:23;1198;Новосибирск;Дом;СБП;421;1
1069;2024-01-08 20:46;2024-01-11 17:27;1146;Екатеринбург;Одежда;Наличные;2352;4
1350;2023-09-23 07:39;2023-09-25 23:43;1155;Санкт-Петербург;Книги;Наличные;474;1
68;2024-10-31 13:03;2024-11-05 13:51;1247;Новосибирск;Одежда;СБП;3598;5
1162;2024-10-09 07:40;2024-10-09 22:45;1183;Москва;Косметика;Наличные;2390;1
1135;2023-01-15 04:13;2023-01-19 21:22;1290;Казань;Косметика;СБП;1509;1
1106;2023-05-30 20:25;2023-05-31 08:56;1216;Казань;Спорт;Карта;3443;3
1041;2023-06-13 16:58;2023-06-16 03:59;1184;Санкт-Петербург;Косметика;Карта;3222;5
510;2023-09-01 01:56;2023-09-02 15:32;1042;Санкт-Петербург;Электроника;Наличные;10360;3
295;2023-12-30 14:51;2024-01-01 21:11;1321;Москва;Книги;Карта;383;3
1136;2024-02-28 07:15;;1155;Нижний Новгород;Одежда;Карта;5259;1
1476;2024-07-13 15:55;2024-07-17 06:50;1381;Самара;Одежда;Наличные;4508;2
1273;2023-06-01 07:07;2023-06-04 02:30;1214;Москва;Электроника;СБП;16664;4
1477;2023-08-15 23:33;2023-08-19 19:56;1390;Казань;Одежда;СБП;4264;1
522;2024-11-06 06:56;2024-11-10 15:57;1278;Новосибирск;Электроника;Карта;20300;3
618;2024-04-21 19:44;2024-04-22 00:32;1000;Санкт-Петербург;Дом;Карта;3525;4
609;2024-10-11 07:06;2024-10-11 11:54;1386;Казань;Книги;СБП;481;2
1440;2023-03-30 16:38;2023-04-03 01:53;1196;Ростов-на-Дону;Электроника;Карта;14150;1
461;2023-07-24 10:18;2023-07-25 19:22;1183;Санкт-Петербург;Книги;Наличные;741;2
639;2024-07-10 08:00;2024-07-15 12:24;1221;Новосибирск;Косметика;СБП;3312;2
1030;2024-06-01 17:02;2024-06-02 15:29;1399;Москва;Косметика;Карта;2655;5
198;2024-02-21 03:37;2024-02-22 18:00;1205;Санкт-Петербург;Спорт;Карта;2536;4
751;2024-12-07 21:20;2024-12-11 11:54;1142;Казань;Одежда;СБП;6309;1
1238;2023-11-19 07:20;2023-11-21 11:49;1309;Казань;Книги;Карта;587;2
1095;2023-10-24 18:01;2023-10-24 22:49;1040;Москва;Электроника;Карта;18331;3
943;2024-08-31 12:33;2024-09-01 19:06;1093;Санкт-Петербург;Дом;СБП;5804;1
961;2024-06-19 13:20;2024-06-19 18:08;1198;Москва;Книги;Карта;871;2
793;2023-04-22 11:00;2023-04-26 15:43;1181;Самара;Одежда;Карта;2067;2
980;2023-08-23 18:42;2023-08-24 00:57;1087;Москва;Книги;СБП;1046;1
269;2023-09-16 16:52;2023-09-19 09:47;1192;Ростов-на-Дону;Косметика;Карта;1647;2
1056;2024-07-03 20:41;2024-07-08 03:58;1286;Ростов-на-Дону;Электроника;Карта;13347;2
1105;2024-09-27 01:28;2024-09-29 07:14;1201;Санкт-Петербург;Одежда;Карта;5884;1
1260;2023-11-26 04:18;2023-11-26 09:06;1188;Санкт-Петербург;Электроника;Карта;15925;1
253;2024-01-25 07:40;2024-01-29 13:08;1041;Екатеринбург;Электроника;Наличные;8390;2
838;2024-11-23 23:39;2024-11-25 08:35;1361;Санкт-Петербург;Электроника;СБП;10389;2
