order_id;created_at;delivered_at;customer_id;segment;channel;device;city;category;payment;amount;quantity;discount_pct;delivery_days;rating
1203;2024-02-23 16:36;2024-02-25 22:12;2146;New;Organic;Desktop;Самара;Дом;Карта;7203;3;0;2.2;5.0
1204;2024-02-23 20:13;;2193;Returning;Social;Mobile;Москва;Косметика;Карта;1525;1;0;;
1205;2024-02-23 22:40;2024-02-28 03:03;2121;Returning;Social;Mobile;Екатеринбург;Электроника;Карта;30930;3;15;4.2;4.0
1206;2024-02-24 08:05;2024-02-24 17:12;2005;VIP;Email;Mobile;Москва;Электроника;СБП;27381;2;0;0.4;4.0
1207;2024-02-24 12:12;2024-02-24 19:23;2346;VIP;Ads;Mobile;Москва;Игрушки;СБП;2235;1;0;0.3;
1208;2024-02-24 13:26;;2385;VIP;Referral;Desktop;Нижний Новгород;Спорт;СБП;13236;2;5;;
1209;2024-02-24 13:35;2024-02-27 19:02;2083;New;Organic;Mobile;Самара;Книги;СБП;2239;3;10;3.2;4.0
1210;2024-02-24 19:35;2024-02-25 02:46;2072;Returning;Ads;Mobile;Москва;Одежда;Карта;3648;1;0;0.3;5.0
1211;2024-02-24 20:56;2024-02-26 05:31;2177;VIP;Email;Mobile;Москва;Косметика;Карта;16471;5;0;1.4;5.0
1212;2024-02-24 21:47;2024-02-25 12:45;2300;Returning;Email;Mobile;Москва;Одежда;Карта;4604;1;0;0.6;5.0
1213;2024-02-25 10:09;2024-02-27 22:16;2290;Returning;Organic;Desktop;Москва;Спорт;Карта;19915;5;0;2.5;5.0
1214;2024-02-25 12:24;2024-02-26 21:15;2346;VIP;Email;Mobile;Москва;Косметика;Карта;2783;1;0;1.4;5.0
1215;2024-02-25 21:09;2024-03-01 03:16;2246;Returning;Social;Mobile;Ростов-на-Дону;Косметика;СБП;3806;2;15;4.3;4.0
1216;2024-02-26 09:59;2024-02-29 20:43;2000;Returning;Organic;Desktop;Москва;Косметика;СБП;5321;3;5;3.4;4.0
1217;2024-02-26 11:02;2024-03-01 21:32;2156;New;Referral;Desktop;Екатеринбург;Одежда;СБП;7708;2;0;4.4;4.0
1218;2024-02-26 12:04;;2117;Returning;Social;Mobile;Москва;Книги;СБП;1688;2;5;;
1219;2024-02-26 14:15;2024-02-29 22:06;2055;Returning;Referral;Desktop;Ростов-на-Дону;Косметика;Карта;4248;2;0;3.3;
1220;2024-02-26 17:27;2024-03-01 10:37;2078;Returning;Organic;Desktop;Ростов-на-Дону;Дом;Карта;4245;2;0;3.7;4.0
1221;2024-02-26 19:29;2024-02-27 02:40;2111;New;Email;Mobile;Москва;Косметика;Карта;1844;1;0;0.3;
1222;2024-02-26 21:06;2024-02-29 20:05;2047;New;Ads;Tablet;Нижний Новгород;Одежда;СБП;8099;3;0;3.0;4.0
1223;2024-02-27 07:03;2024-02-29 06:51;2370;Returning;Referral;Mobile;Москва;Книги;СБП;1604;2;0;2.0;
1224;2024-02-27 12:35;2024-02-27 19:46;2144;New;Organic;Mobile;Москва;Дом;Карта;4204;2;0;0.3;5.0
1225;2024-02-27 21:22;2024-03-02 18:08;2166;Returning;Ads;Mobile;Ростов-на-Дону;Одежда;Наличные;2851;1;0;3.9;5.0
1226;2024-02-27 21:36;2024-02-28 04:47;2066;Returning;Referral;Tablet;Санкт-Петербург;Электроника;Карта;10785;1;0;0.3;5.0
1227;2024-02-27 22:26;2024-02-29 23:07;2177;VIP;Organic;Mobile;Москва;Книги;Карта;5986;4;0;2.0;
1228;2024-02-27 23:13;2024-03-02 20:30;2002;Returning;Referral;Tablet;Самара;Одежда;Наличные;3305;1;0;3.9;3.0
1229;2024-02-27 23:39;2024-03-02 03:47;2304;Returning;Ads;Tablet;Самара;Электроника;Карта;51778;4;0;3.2;
1230;2024-02-28 07:20;2024-02-29 21:17;2043;New;Referral;Mobile;Санкт-Петербург;Игрушки;Карта;1654;1;0;1.6;4.0
1231;2024-02-28 07:59;2024-03-01 04:15;2025;New;Ads;Mobile;Санкт-Петербург;Одежда;Наличные;2650;1;0;1.8;5.0
1232;2024-02-28 18:53;2024-03-03 06:06;2424;Returning;Referral;Desktop;Самара;Дом;Карта;4579;2;0;3.5;5.0
1233;2024-02-28 20:31;2024-02-29 17:53;2085;New;Referral;Mobile;Москва;Одежда;Карта;2921;1;0;0.9;5.0
1234;2024-02-28 23:53;2024-03-02 23:41;2131;VIP;Social;Mobile;Казань;Одежда;Карта;8001;2;20;3.0;5.0
1235;2024-02-29 09:27;2024-03-01 10:08;2177;VIP;Organic;Desktop;Москва;Одежда;Карта;16487;3;0;1.0;5.0
1236;2024-02-29 18:51;2024-03-02 16:53;2215;Returning;Ads;Mobile;Самара;Спорт;Наличные;9087;2;0;1.9;5.0
1237;2024-02-29 19:58;;2104;Returning;Ads;Mobile;Москва;Книги;СБП;978;1;0;;
1238;2024-03-01 09:07;2024-03-02 20:11;2382;Returning;Organic;Desktop;Санкт-Петербург;Игрушки;Наличные;3105;2;0;1.5;5.0
1239;2024-03-01 15:06;2024-03-06 00:14;2052;Returning;Ads;Desktop;Новосибирск;Книги;Карта;2195;3;0;4.4;5.0
1240;2024-03-01 18:38;2024-03-03 02:35;2105;Returning;Social;Mobile;Москва;Одежда;СБП;3433;1;0;1.3;5.0
1241;2024-03-01 23:36;2024-03-02 20:35;2342;Returning;Organic;Mobile;Санкт-Петербург;Дом;СБП;11807;4;0;0.9;4.0
1242;2024-03-02 20:07;;2238;New;Ads;Mobile;Ростов-на-Дону;Игрушки;Карта;3066;2;0;;
1243;2024-03-02 20:20;2024-03-07 13:17;2215;Returning;Ads;Tablet;Самара;Одежда;Карта;2747;1;0;4.7;4.0
1244;2024-03-03 20:30;2024-03-05 10:36;2022;VIP;Email;Mobile;Москва;Одежда;СБП;20884;4;5;1.6;
1245;2024-03-03 21:43;2024-03-08 14:42;2152;New;Referral;Mobile;Новосибирск;Одежда;Карта;14909;5;0;4.7;4.0
1246;2024-03-04 01:37;2024-03-04 08:48;2293;New;Referral;Mobile;Москва;Одежда;Карта;9191;3;5;0.3;5.0
1247;2024-03-04 13:27;;2263;New;Ads;Mobile;Новосибирск;Одежда;Карта;11564;4;0;;
1248;2024-03-04 20:32;2024-03-07 21:38;2179;Returning;Email;Tablet;Ростов-на-Дону;Книги;Карта;2690;4;15;3.0;4.0
1249;2024-03-05 18:20;2024-03-09 12:52;2201;VIP;Organic;Mobile;Екатеринбург;Спорт;Карта;13013;2;0;3.8;5.0
1250;2024-03-05 18:57;2024-03-08 00:47;2188;Returning;Organic;Desktop;Ростов-на-Дону;Дом;СБП;4939;2;0;2.2;4.0
1251;2024-03-05 19:15;2024-03-07 10:40;2007;Returning;Social;Mobile;Санкт-Петербург;Электроника;Карта;11477;1;5;1.6;5.0
1252;2024-03-05 19:22;2024-03-09 17:05;2201;VIP;Organic;Mobile;Екатеринбург;Косметика;СБП;2794;1;0;3.9;5.0
1253;2024-03-05 19:48;2024-03-06 02:59;2003;Returning;Organic;Mobile;Москва;Спорт;Карта;18508;4;0;0.3;4.0
1254;2024-03-06 10:47;2024-03-09 21:42;2223;VIP;Ads;Desktop;Самара;Косметика;Карта;9060;3;0;3.5;5.0
1255;2024-03-06 14:08;2024-03-09 22:56;2385;VIP;Referral;Desktop;Нижний Новгород;Косметика;Карта;14473;5;0;3.4;
1256;2024-03-06 19:22;;2442;Returning;Organic;Tablet;Москва;Дом;СБП;13855;5;0;;
1257;2024-03-06 20:17;2024-03-10 18:41;2201;VIP;Organic;Mobile;Екатеринбург;Спорт;Наличные;13599;2;5;3.9;3.0
1258;2024-03-06 22:31;2024-03-07 11:53;2213;Returning;Referral;Tablet;Москва;Игрушки;Карта;1161;1;0;0.6;
1259;2024-03-07 08:54;2024-03-10 19:07;2356;Returning;Social;Mobile;Самара;Игрушки;Карта;4166;3;0;3.4;5.0
1260;2024-03-07 14:38;2024-03-10 10:09;2264;VIP;Ads;Desktop;Ростов-на-Дону;Электроника;СБП;21737;1;0;2.8;4.0
1261;2024-03-07 21:13;2024-03-09 16:55;2394;New;Ads;Mobile;Москва;Электроника;СБП;10008;1;0;1.8;5.0
1262;2024-03-08 17:26;2024-03-10 21:16;2059;New;Organic;Desktop;Москва;Спорт;Карта;4220;1;0;2.2;5.0
1263;2024-03-08 22:13;2024-03-10 12:02;2339;VIP;Social;Mobile;Нижний Новгород;Спорт;Карта;5437;1;10;1.6;
1264;2024-03-09 12:23;2024-03-10 20:27;2147;Returning;Social;Desktop;Нижний Новгород;Электроника;Карта;58503;5;0;1.3;5.0
1265;2024-03-09 23:25;;2222;Returning;Social;Tablet;Новосибирск;Одежда;Карта;16336;5;0;;
1266;2024-03-09 23:42;2024-03-14 02:32;2246;Returning;Social;Mobile;Ростов-на-Дону;Дом;Карта;6135;3;15;4.1;4.0
1267;2024-03-10 00:39;2024-03-12 04:26;2274;Returning;Organic;Mobile;Москва;Дом;Карта;2551;1;0;2.2;5.0
1268;2024-03-10 10:19;;2267;New;Organic;Desktop;Москва;Дом;СБП;4203;2;0;;
1269;2024-03-10 17:40;2024-03-14 00:03;2264;VIP;Ads;Desktop;Ростов-на-Дону;Косметика;Карта;5777;2;0;3.3;5.0
1270;2024-03-10 20:35;2024-03-12 11:13;2213;Returning;Organic;Tablet;Москва;Косметика;Карта;8584;5;0;1.6;3.0
1271;2024-03-11 07:00;2024-03-12 21:18;2379;Returning;Email;Mobile;Москва;Одежда;Наличные;5218;2;15;1.6;5.0
1272;2024-03-11 10:39;;2396;Returning;Ads;Desktop;Санкт-Петербург;Игрушки;Карта;5531;4;0;;
1273;2024-03-11 21:08;2024-03-15 12:38;2201;VIP;Referral;Mobile;Екатеринбург;Косметика;СБП;8191;3;0;3.6;4.0
1274;2024-03-12 10:36;;2223;VIP;Ads;Desktop;Самара;Книги;СБП;1237;1;0;;
1275;2024-03-12 18:49;2024-03-17 19:34;2190;VIP;Ads;Desktop;Ростов-на-Дону;Одежда;Наличные;11879;2;0;5.0;3.0
1276;2024-03-12 20:45;2024-03-15 15:31;2288;Returning;Ads;Mobile;Санкт-Петербург;Электроника;Карта;9899;1;0;2.8;4.0
1277;2024-03-13 11:15;2024-03-15 09:49;2326;Returning;Email;Desktop;Нижний Новгород;Книги;Карта;1492;2;0;1.9;
1278;2024-03-13 20:32;2024-03-17 05:48;2153;Returning;Ads;Mobile;Самара;Одежда;Карта;13566;4;5;3.4;
1279;2024-03-14 18:20;2024-03-18 01:25;2057;Returning;Organic;Mobile;Екатеринбург;Игрушки;Карта;1753;1;0;3.3;
1280;2024-03-14 18:30;2024-03-16 10:46;2119;Returning;Referral;Mobile;Казань;Одежда;Карта;3501;1;0;1.7;
1281;2024-03-14 19:28;2024-03-17 07:54;2109;Returning;Organic;Mobile;Казань;Книги;Карта;3144;3;0;2.5;5.0
1282;2024-03-14 20:51;2024-03-17 20:53;2210;Returning;Social;Tablet;Москва;Спорт;Карта;4401;1;5;3.0;4.0
1283;2024-03-14 21:48;2024-03-19 08:56;2077;Returning;Organic;Mobile;Новосибирск;Игрушки;СБП;5274;4;0;4.5;3.0
1284;2024-03-15 10:45;2024-03-15 18:29;2440;Returning;Ads;Desktop;Санкт-Петербург;Одежда;Наличные;3001;1;0;0.3;5.0
1285;2024-03-15 19:43;2024-03-16 02:54;2240;Returning;Organic;Mobile;Москва;Книги;СБП;1848;2;0;0.3;5.0
1286;2024-03-15 21:59;2024-03-19 15:02;2319;VIP;Ads;Mobile;Нижний Новгород;Косметика;Карта;8137;3;0;3.7;4.0
1287;2024-03-16 15:34;2024-03-17 09:36;2132;Returning;Organic;Desktop;Москва;Электроника;СБП;9942;1;10;0.8;5.0
1288;2024-03-16 18:12;2024-03-18 23:55;2404;VIP;Social;Mobile;Москва;Одежда;Карта;4560;1;0;2.2;
1289;2024-03-16 20:15;2024-03-20 07:37;2266;New;Social;Mobile;Нижний Новгород;Книги;Карта;1400;2;5;3.5;4.0
1290;2024-03-16 22:20;2024-03-18 05:43;2200;Returning;Ads;Mobile;Санкт-Петербург;Книги;СБП;2775;3;0;1.3;4.0
1291;2024-03-16 22:42;2024-03-19 21:44;2055;Returning;Social;Mobile;Ростов-на-Дону;Дом;Карта;2481;1;0;3.0;5.0
1292;2024-03-17 19:07;2024-03-18 02:18;2300;Returning;Email;Mobile;Москва;Игрушки;СБП;1439;1;0;0.3;4.0
1293;2024-03-17 20:00;2024-03-19 01:46;2357;Returning;Social;Mobile;Москва;Электроника;СБП;22055;2;0;1.2;
1294;2024-03-17 21:22;2024-03-21 11:35;2409;VIP;Ads;Tablet;Казань;Игрушки;Наличные;4432;2;0;3.6;4.0
1295;2024-03-17 23:41;2024-03-18 06:52;2177;VIP;Organic;Mobile;Москва;Спорт;Карта;10346;2;0;0.3;5.0
1296;2024-03-18 12:30;2024-03-19 03:20;2060;Returning;Organic;Desktop;Москва;Одежда;Карта;12147;3;0;0.6;5.0
1297;2024-03-18 19:42;2024-03-20 17:45;2218;VIP;Ads;Mobile;Москва;Книги;Карта;1332;1;0;1.9;5.0
1298;2024-03-19 11:33;;2358;New;Referral;Desktop;Казань;Одежда;Карта;3726;1;0;;
1299;2024-03-19 12:21;2024-03-21 08:31;2066;Returning;Organic;Mobile;Санкт-Петербург;Электроника;СБП;13615;1;0;1.8;5.0
1300;2024-03-19 14:42;2024-03-20 06:36;2343;Returning;Ads;Desktop;Москва;Косметика;СБП;2047;1;0;0.7;5.0
1301;2024-03-20 21:55;2024-03-22 23:56;2028;New;Email;Tablet;Нижний Новгород;Одежда;СБП;3320;1;5;2.1;5.0
1302;2024-03-21 09:13;2024-03-24 09:11;2190;VIP;Referral;Desktop;Ростов-на-Дону;Электроника;СБП;34704;2;0;3.0;5.0
1303;2024-03-21 13:37;2024-03-24 18:31;2227;Returning;Email;Desktop;Казань;Дом;СБП;1979;1;0;3.2;
1304;2024-03-21 19:21;2024-03-24 23:48;2233;Returning;Email;Mobile;Санкт-Петербург;Косметика;СБП;3652;2;0;3.2;5.0
1305;2024-03-21 21:33;2024-03-24 02:47;2054;Returning;Referral;Mobile;Казань;Игрушки;СБП;4007;2;0;2.2;5.0
1306;2024-03-22 14:07;2024-03-28 20:31;2299;Returning;Ads;Desktop;Екатеринбург;Электроника;СБП;41331;5;10;6.3;
1307;2024-03-22 16:33;2024-03-28 16:54;2237;Returning;Organic;Desktop;Новосибирск;Электроника;СБП;11565;1;0;6.0;3.0
1308;2024-03-22 16:47;2024-03-23 19:29;2023;Returning;Organic;Desktop;Москва;Книги;Карта;837;1;0;1.1;5.0
1309;2024-03-22 17:53;2024-03-28 01:56;2134;Returning;Referral;Desktop;Новосибирск;Дом;Карта;5365;2;0;5.3;4.0
1310;2024-03-22 21:36;2024-03-24 01:21;2182;Returning;Referral;Mobile;Москва;Косметика;СБП;1723;1;5;1.2;5.0
1311;2024-03-22 23:00;2024-03-23 19:00;2393;Returning;Social;Tablet;Санкт-Петербург;Одежда;Наличные;3145;1;0;0.8;5.0
1312;2024-03-22 23:03;2024-03-24 10:42;2031;VIP;Organic;Mobile;Москва;Игрушки;Наличные;2246;1;0;1.5;
1313;2024-03-22 23:17;2024-03-24 20:12;2339;VIP;Ads;Mobile;Нижний Новгород;Одежда;Карта;11844;2;0;1.9;5.0
1314;2024-03-23 18:34;2024-03-26 04:20;2430;VIP;Organic;Mobile;Санкт-Петербург;Книги;СБП;5212;5;0;2.4;5.0
1315;2024-03-23 19:40;2024-03-25 04:19;2031;VIP;Organic;Mobile;Москва;Косметика;Карта;5431;2;0;1.4;5.0
1316;2024-03-25 12:04;2024-03-26 21:28;2232;VIP;Ads;Desktop;Москва;Дом;Наличные;3468;1;0;1.4;5.0
1317;2024-03-25 20:46;;2177;VIP;Organic;Mobile;Москва;Спорт;Карта;11309;2;0;;
1318;2024-03-25 22:44;2024-03-29 01:14;2045;Returning;Social;Mobile;Казань;Одежда;СБП;7104;2;10;3.1;5.0
1319;2024-03-26 10:19;2024-03-26 17:30;2138;Returning;Organic;Desktop;Москва;Одежда;Карта;4127;1;0;0.3;5.0
1320;2024-03-26 14:19;2024-03-27 15:25;2173;VIP;Referral;Desktop;Казань;Спорт;Карта;19343;3;5;1.0;5.0
1321;2024-03-27 10:27;2024-03-31 06:34;2299;Returning;Social;Desktop;Екатеринбург;Книги;Карта;1580;2;20;3.8;3.0
1322;2024-03-27 12:54;;2252;New;Ads;Desktop;Москва;Игрушки;Наличные;1254;1;0;;
1323;2024-03-27 19:58;2024-03-29 19:54;2086;Returning;Organic;Mobile;Казань;Книги;Карта;1029;1;0;2.0;4.0
1324;2024-03-28 07:41;2024-03-28 21:21;2225;VIP;Referral;Mobile;Санкт-Петербург;Книги;Карта;3698;3;0;0.6;5.0
1325;2024-03-28 14:00;2024-03-31 15:27;2205;New;Ads;Desktop;Санкт-Петербург;Косметика;Наличные;6476;5;0;3.1;5.0
1326;2024-03-28 14:45;2024-03-28 21:56;2419;Returning;Social;Desktop;Москва;Дом;СБП;4457;2;10;0.3;
1327;2024-03-28 15:57;2024-03-31 06:27;2400;New;Referral;Desktop;Москва;Электроника;Карта;24632;2;0;2.6;5.0
1328;2024-03-28 23:05;;2355;Returning;Social;Tablet;Москва;Косметика;Карта;3074;2;10;;
1329;2024-03-29 12:05;;2274;Returning;Organic;Mobile;Москва;Книги;СБП;1852;2;0;;
1330;2024-03-29 13:27;2024-04-01 05:43;2227;Returning;Email;Desktop;Казань;Книги;СБП;741;1;0;2.7;
1331;2024-03-29 20:17;2024-04-03 02:32;2376;VIP;Ads;Mobile;Нижний Новгород;Косметика;Наличные;9780;4;10;4.3;4.0
1332;2024-03-29 20:48;2024-03-30 09:58;2218;VIP;Ads;Mobile;Москва;Одежда;Карта;5602;1;0;0.5;5.0
1333;2024-03-29 21:05;2024-04-04 04:29;2387;VIP;Organic;Mobile;Новосибирск;Электроника;Наличные;16592;1;0;5.3;3.0
1334;2024-03-30 01:00;2024-04-01 11:56;2270;New;Ads;Mobile;Казань;Косметика;СБП;1636;1;5;2.5;5.0
1335;2024-03-30 10:40;2024-03-31 10:27;2048;Returning;Email;Desktop;Санкт-Петербург;Дом;Карта;9221;4;0;1.0;5.0
1336;2024-03-30 11:21;2024-03-31 23:21;2437;Returning;Ads;Desktop;Москва;Электроника;Карта;28477;2;0;1.5;5.0
1337;2024-03-30 23:11;;2123;New;Organic;Mobile;Ростов-на-Дону;Электроника;Карта;11813;1;0;;
1338;2024-03-31 07:10;2024-03-31 14:21;2022;VIP;Email;Mobile;Москва;Электроника;Карта;49671;3;15;0.3;
1339;2024-03-31 07:40;2024-04-01 21:07;2084;New;Ads;Mobile;Москва;Дом;Карта;2012;1;0;1.6;5.0
1340;2024-03-31 10:27;2024-04-02 00:08;2360;VIP;Ads;Desktop;Москва;Косметика;СБП;2761;1;0;1.6;5.0
1341;2024-03-31 15:20;2024-04-02 10:39;2419;Returning;Social;Desktop;Москва;Косметика;Карта;4401;3;20;1.8;5.0
1342;2024-03-31 16:52;2024-04-03 18:59;2420;Returning;Organic;Desktop;Ростов-на-Дону;Книги;СБП;2788;3;0;3.1;4.0
1343;2024-03-31 18:40;2024-04-02 05:48;2048;Returning;Organic;Mobile;Санкт-Петербург;Дом;Карта;2026;1;10;1.5;5.0
1344;2024-03-31 21:07;2024-04-02 09:43;2107;New;Social;Mobile;Казань;Дом;СБП;6131;3;20;1.5;5.0
1345;2024-03-31 21:40;2024-04-04 22:23;2412;New;Email;Mobile;Ростов-на-Дону;Дом;Карта;7773;3;0;4.0;4.0
1346;2024-04-01 01:11;2024-04-03 04:56;2131;VIP;Email;Mobile;Казань;Дом;СБП;13097;4;10;2.2;5.0
1347;2024-04-01 22:24;2024-04-03 00:26;2136;VIP;Organic;Tablet;Москва;Одежда;СБП;4703;1;0;1.1;5.0
1348;2024-04-01 23:43;2024-04-02 19:24;2031;VIP;Organic;Mobile;Москва;Спорт;Карта;6465;1;0;0.8;
1349;2024-04-02 14:31;2024-04-08 01:19;2154;New;Ads;Desktop;Новосибирск;Дом;СБП;2395;1;0;5.5;
1350;2024-04-02 19:18;2024-04-03 08:31;2274;Returning;Social;Mobile;Москва;Игрушки;СБП;1540;1;0;0.6;
1351;2024-04-03 15:13;2024-04-04 13:10;2249;New;Referral;Desktop;Москва;Одежда;СБП;6129;2;0;0.9;5.0
1352;2024-04-03 16:37;2024-04-08 08:39;2403;New;Ads;Desktop;Новосибирск;Одежда;Карта;3046;1;0;4.7;3.0
1353;2024-04-03 19:30;2024-04-05 09:05;2184;Returning;Social;Mobile;Москва;Одежда;Карта;2326;1;15;1.6;
1354;2024-04-03 22:43;2024-04-06 16:28;2350;Returning;Social;Tablet;Ростов-на-Дону;Книги;Карта;880;1;5;2.7;5.0
1355;2024-04-04 22:45;2024-04-06 03:59;2430;VIP;Email;Mobile;Санкт-Петербург;Косметика;СБП;5124;2;10;1.2;5.0
1356;2024-04-04 23:27;2024-04-06 22:08;2236;New;Organic;Mobile;Санкт-Петербург;Одежда;СБП;3114;1;0;1.9;5.0
1357;2024-04-05 00:21;2024-04-07 10:01;2119;Returning;Organic;Mobile;Казань;Дом;Карта;2451;1;0;2.4;5.0
1358;2024-04-05 12:13;2024-04-05 21:29;2138;Returning;Organic;Desktop;Москва;Косметика;Карта;4591;2;0;0.4;5.0
1359;2024-04-05 13:53;;2223;VIP;Referral;Mobile;Самара;Электроника;СБП;31182;2;0;;
1360;2024-04-05 16:14;;2163;New;Email;Desktop;Новосибирск;Дом;СБП;5536;3;0;;
1361;2024-04-05 18:27;;2294;Returning;Social;Mobile;Казань;Дом;Карта;1718;1;20;;
1362;2024-04-06 10:10;2024-04-08 11:44;2214;Returning;Referral;Desktop;Санкт-Петербург;Игрушки;СБП;1464;1;0;2.1;5.0
1363;2024-04-06 10:20;2024-04-08 02:40;2205;New;Social;Desktop;Санкт-Петербург;Игрушки;СБП;1172;1;10;1.7;5.0
1364;2024-04-06 13:43;2024-04-10 01:34;2190;VIP;Ads;Desktop;Ростов-на-Дону;Одежда;СБП;8564;2;0;3.5;
1365;2024-04-06 17:17;;2373;New;Email;Desktop;Самара;Дом;Карта;3882;2;15;;
1366;2024-04-06 20:37;2024-04-11 00:08;2425;Returning;Social;Mobile;Екатеринбург;Игрушки;СБП;1285;1;15;4.1;5.0
1367;2024-04-06 21:25;2024-04-11 09:17;2171;Returning;Email;Mobile;Казань;Электроника;СБП;26578;3;10;4.5;4.0
1368;2024-04-07 00:45;2024-04-09 00:37;2353;Returning;Ads;Mobile;Нижний Новгород;Спорт;СБП;4485;1;0;2.0;5.0
1369;2024-04-07 11:50;2024-04-11 23:06;2170;New;Social;Desktop;Ростов-на-Дону;Игрушки;Карта;4058;3;0;4.5;4.0
1370;2024-04-07 13:23;;2419;Returning;Ads;Desktop;Москва;Книги;Наличные;881;1;0;;
1371;2024-04-07 19:02;2024-04-11 05:43;2131;VIP;Email;Mobile;Казань;Книги;Карта;1032;1;15;3.4;5.0
1372;2024-04-07 19:32;2024-04-11 05:11;2409;VIP;Referral;Tablet;Казань;Игрушки;Карта;2298;1;5;3.4;4.0
1373;2024-04-07 20:42;2024-04-10 10:01;2410;Returning;Ads;Mobile;Ростов-на-Дону;Игрушки;СБП;6546;4;0;2.6;
1374;2024-04-07 21:51;2024-04-09 20:18;2392;Returning;Email;Mobile;Казань;Книги;Карта;1982;2;0;1.9;5.0
1375;2024-04-08 13:30;2024-04-10 04:28;2141;New;Social;Desktop;Санкт-Петербург;Игрушки;СБП;3109;2;5;1.6;4.0
1376;2024-04-08 14:59;2024-04-12 08:53;2234;VIP;Referral;Desktop;Нижний Новгород;Спорт;СБП;20941;3;0;3.7;4.0
1377;2024-04-08 21:56;2024-04-12 05:49;2439;Returning;Organic;Mobile;Самара;Книги;СБП;3150;3;0;3.3;4.0
1378;2024-04-09 09:53;2024-04-13 15:06;2227;Returning;Organic;Desktop;Казань;Спорт;СБП;9017;2;0;4.2;5.0
1379;2024-04-09 13:15;2024-04-12 16:14;2188;Returning;Organic;Desktop;Ростов-на-Дону;Электроника;Карта;25734;2;0;3.1;5.0
1380;2024-04-09 23:57;2024-04-13 20:42;2201;VIP;Organic;Mobile;Екатеринбург;Электроника;СБП;13688;1;0;3.9;5.0
1381;2024-04-10 18:45;2024-04-11 01:56;2345;Returning;Ads;Mobile;Санкт-Петербург;Игрушки;СБП;1746;1;0;0.3;
1382;2024-04-10 20:35;;2167;Returning;Email;Tablet;Санкт-Петербург;Электроника;СБП;21732;2;0;;
1383;2024-04-10 21:49;2024-04-11 05:00;2136;VIP;Organic;Tablet;Москва;Дом;Карта;7123;2;0;0.3;5.0
1384;2024-04-11 12:31;2024-04-14 23:18;2326;Returning;Organic;Desktop;Нижний Новгород;Книги;СБП;742;1;0;3.4;4.0
1385;2024-04-11 19:01;2024-04-16 03:39;2201;VIP;Organic;Mobile;Екатеринбург;Косметика;Карта;2870;1;0;4.4;3.0
1386;2024-04-11 22:23;2024-04-14 16:39;2171;Returning;Referral;Mobile;Казань;Игрушки;СБП;3937;3;0;2.8;4.0
1387;2024-04-11 23:45;2024-04-14 05:46;2259;Returning;Social;Mobile;Казань;Одежда;Карта;2824;1;15;2.3;
1388;2024-04-12 08:02;2024-04-13 07:13;2218;VIP;Ads;Mobile;Москва;Книги;Карта;2439;2;0;1.0;5.0
1389;2024-04-12 18:30;2024-04-14 01:06;2434;New;Ads;Mobile;Москва;Косметика;Карта;5815;3;0;1.3;5.0
1390;2024-04-12 22:03;;2117;Returning;Social;Mobile;Москва;Одежда;СБП;3603;1;0;;
1391;2024-04-13 20:41;2024-04-16 11:22;2086;Returning;Organic;Mobile;Казань;Электроника;СБП;23074;2;0;2.6;4.0
1392;2024-04-13 22:23;2024-04-18 22:55;2180;Returning;Email;Mobile;Новосибирск;Дом;СБП;9517;4;10;5.0;3.0
1393;2024-04-14 07:17;;2105;Returning;Ads;Mobile;Москва;Электроника;СБП;43546;4;0;;
1394;2024-04-14 10:08;;2070;New;Ads;Desktop;Екатеринбург;Спорт;Наличные;6646;2;0;;
1395;2024-04-14 10:34;2024-04-15 21:59;2435;New;Email;Desktop;Санкт-Петербург;Спорт;СБП;6345;2;10;1.5;5.0
1396;2024-04-15 00:38;;2180;Returning;Social;Mobile;Новосибирск;Одежда;Карта;7339;2;5;;
1397;2024-04-15 07:00;2024-04-18 14:50;2020;Returning;Ads;Mobile;Санкт-Петербург;Книги;СБП;1052;1;0;3.3;5.0
1398;2024-04-15 09:20;2024-04-18 20:06;2078;Returning;Organic;Desktop;Ростов-на-Дону;Электроника;СБП;9635;1;10;3.4;5.0
1399;2024-04-15 12:41;2024-04-16 14:27;2343;Returning;Ads;Desktop;Москва;Одежда;Карта;4115;1;0;1.1;5.0
1400;2024-04-15 13:02;2024-04-20 01:58;2314;New;Referral;Mobile;Новосибирск;Дом;СБП;5325;3;0;4.5;
1401;2024-04-15 21:01;2024-04-19 23:28;2325;Returning;Referral;Tablet;Екатеринбург;Игрушки;Карта;6119;5;0;4.1;3.0
1402;2024-04-15 21:09;2024-04-18 14:55;2121;Returning;Social;Mobile;Екатеринбург;Спорт;СБП;5579;2;10;2.7;4.0
1403;2024-04-15 21:30;2024-04-16 20:56;2150;Returning;Email;Tablet;Казань;Игрушки;Карта;5688;4;15;1.0;5.0
1404;2024-04-15 21:36;2024-04-17 10:42;2341;VIP;Organic;Tablet;Санкт-Петербург;Одежда;Наличные;15134;3;0;1.5;5.0
1405;2024-04-16 10:34;;2013;Returning;Referral;Desktop;Санкт-Петербург;Электроника;Наличные;29293;3;0;;
1406;2024-04-16 11:19;2024-04-18 23:18;2376;VIP;Ads;Desktop;Нижний Новгород;Электроника;Карта;14386;1;0;2.5;4.0
